epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,18162.3,0.87098,1.17581,0.51417,0.9236,0.89412,0.83088,0.88925,0.62991,0.89812,0.83229,0.88878,0.60746,1.02919,1.44879,0.558,1.02164,0.0002708,0.0002708,0.0002708
133,18300.4,0.8723,1.18314,0.51649,0.9251,0.89638,0.83013,0.88927,0.62975,0.89648,0.83614,0.88938,0.60817,1.02832,1.44206,0.55858,1.02316,0.0002576,0.0002576,0.0002576
134,18437.2,0.87083,1.17544,0.5155,0.9259,0.89699,0.82936,0.88967,0.6303,0.89852,0.83344,0.88944,0.60921,1.02686,1.43879,0.55789,1.02253,0.0002444,0.0002444,0.0002444
135,18576,0.87497,1.1869,0.51702,0.92428,0.8955,0.82949,0.88958,0.63118,0.89796,0.8336,0.88907,0.60995,1.02525,1.43337,0.55561,1.02146,0.0002312,0.0002312,0.0002312
136,18712.9,0.87287,1.18282,0.51378,0.92333,0.89541,0.82954,0.88963,0.63273,0.89783,0.83231,0.88876,0.61073,1.02263,1.43322,0.55241,1.02023,0.000218,0.000218,0.000218
137,18850.6,0.86403,1.1648,0.51089,0.92115,0.8948,0.8304,0.88952,0.63328,0.89802,0.83339,0.88885,0.6117,1.01843,1.43345,0.55264,1.0193,0.0002048,0.0002048,0.0002048
138,18988.4,0.86674,1.17296,0.51089,0.92475,0.89352,0.83119,0.88957,0.6315,0.89708,0.83408,0.88912,0.60906,1.02446,1.44604,0.55411,1.02185,0.0001916,0.0001916,0.0001916
139,19126.5,0.87411,1.1782,0.51338,0.92386,0.89663,0.82867,0.88937,0.63414,0.89815,0.83335,0.88881,0.61039,1.01663,1.4411,0.55314,1.01897,0.0001784,0.0001784,0.0001784
140,19263.7,0.858,1.1585,0.50639,0.92051,0.89442,0.83035,0.8891,0.63114,0.89745,0.83373,0.88868,0.60732,1.02566,1.44945,0.55545,1.02146,0.0001652,0.0001652,0.0001652
141,19342.2,0.85629,1.17783,0.50521,0.92771,0.8979,0.82535,0.88752,0.629,0.90209,0.82878,0.88766,0.60753,1.03159,1.44042,0.55557,1.02294,0.000152,0.000152,0.000152
142,19417.8,0.85022,1.1646,0.49749,0.92387,0.89836,0.82639,0.88779,0.62934,0.90375,0.82848,0.88797,0.60812,1.03036,1.43733,0.55559,1.02265,0.0001388,0.0001388,0.0001388
143,19493.1,0.84438,1.14969,0.49319,0.9246,0.89663,0.82742,0.8877,0.62931,0.90114,0.82999,0.88794,0.60837,1.02996,1.4363,0.5557,1.02335,0.0001256,0.0001256,0.0001256
144,19567.9,0.84288,1.15207,0.4929,0.92395,0.89865,0.82615,0.88768,0.6305,0.90281,0.82887,0.88765,0.60914,1.0285,1.43641,0.55438,1.02322,0.0001124,0.0001124,0.0001124
145,19643.1,0.8382,1.14235,0.49012,0.92464,0.89594,0.82914,0.88812,0.6318,0.9002,0.83184,0.88836,0.61008,1.02497,1.43482,0.55329,1.02204,9.92e-05,9.92e-05,9.92e-05
146,19718.4,0.84026,1.14532,0.4902,0.92292,0.89664,0.82899,0.88818,0.63231,0.90049,0.83164,0.88822,0.61076,1.02254,1.43633,0.55291,1.02085,8.6e-05,8.6e-05,8.6e-05
147,19793.7,0.8423,1.15036,0.4912,0.92485,0.89604,0.82902,0.88786,0.63288,0.90049,0.83087,0.88796,0.61146,1.02057,1.43245,0.55206,1.02029,7.28e-05,7.28e-05,7.28e-05
148,19868.6,0.83851,1.14434,0.48822,0.92225,0.89612,0.82929,0.88806,0.63347,0.90121,0.83121,0.8881,0.61173,1.01941,1.43214,0.55209,1.01976,5.96e-05,5.96e-05,5.96e-05
149,19943.6,0.83678,1.13972,0.48739,0.92411,0.8948,0.8304,0.88795,0.63369,0.89915,0.8322,0.8879,0.61176,1.01812,1.4332,0.55171,1.01944,4.64e-05,4.64e-05,4.64e-05
150,20018.8,0.83541,1.13792,0.48793,0.92055,0.89535,0.82968,0.88785,0.63379,0.89877,0.83285,0.88793,0.61209,1.0176,1.43174,0.55192,1.01903,3.32e-05,3.32e-05,3.32e-05
